,3
824,-54.432922
825,-56.192974
826,-52.635437
827,-61.85267
828,-55.046753
829,-57.958733
830,-57.33951
831,-56.17634
832,-55.336582
833,-59.332558
834,-56.31764
835,-62.770573
836,-58.814945
837,-56.213154
838,-57.306213
839,-60.75377
840,-61.84404
841,-60.861603
842,-65.0526
843,-58.99314
844,-56.450188
845,-62.19299
846,-63.05508
847,-61.062492
848,-63.589066
849,-60.561188
850,-66.797745
851,-63.78588
852,-63.45573
853,-62.518433
854,-61.84587
855,-62.53924
856,-60.11731
857,-60.54017
858,-70.35864
859,-64.66729
860,-60.277203
861,-57.625107
862,-55.936172
863,-62.602493
864,-59.931484
865,-60.42662
866,-56.299183
867,-56.992405
868,-57.732166
869,-58.106308
870,-62.702778
871,-54.138775
872,-54.438263
873,-55.672592
874,-57.327675
875,-54.463493
876,-55.0642
877,-60.320576
878,-53.007545
879,-51.98608
880,-53.524918
881,-57.130753
882,-52.637634
883,-56.386032
884,-51.81063
885,-56.595474
886,-54.8534
887,-55.321754
888,-56.189213
889,-54.30713
890,-53.762657
891,-51.85428
892,-52.065662
893,-54.829845
894,-51.11133
895,-49.899395
896,-54.211784
897,-52.597958
898,-51.94878
899,-55.1615
900,-55.09097
901,-52.953842
902,-51.014046
903,-61.317463
904,-54.97033
905,-54.325314
906,-55.294785
907,-56.261642
908,-56.67001
909,-55.508087
910,-51.90925
911,-56.988182
912,-57.769516
913,-55.972057
914,-54.22209
915,-54.09968
916,-60.31242
917,-55.85687
918,-60.89302
919,-55.282722
920,-55.758667
921,-56.393276
922,-58.17722
923,-64.89438
924,-55.074844
925,-65.45467
926,-55.39307
927,-58.78019
928,-62.02685
929,-52.49207
930,-50.513336
931,-58.722942
932,-53.2784
933,-53.17945
934,-52.882027
935,-52.346035
936,-52.216446
937,-54.211624
938,-48.84516
939,-49.17484
940,-51.05905
941,-50.093872
942,-52.036148
943,-46.95777
944,-44.962708
945,-47.821
946,-49.969757
947,-41.241272
948,-41.06674
949,-45.336456
950,-40.65664
951,-37.033844
952,-33.58404
953,-29.447851
954,-26.47202
955,-22.648663
956,-20.01994
957,-14.504368
958,-7.921627
959,-8.360001
960,-16.628616
961,-28.825638
962,-32.305817
963,-32.43405
964,-33.898834
965,-35.446095
966,-36.648598
967,-38.11203
968,-38.70053
969,-41.743988
970,-43.310143
971,-43.087074
972,-46.337257
973,-45.62513
974,-45.643
975,-47.70587
976,-52.697807
977,-56.74724
978,-57.033768
979,-56.53767
980,-60.36612
981,-63.72198
982,-68.93632
983,-73.17091
984,-68.34646
985,-64.2883
986,-69.416084
987,-61.28206
988,-64.10217
989,-59.096695
990,-56.64115
991,-59.791653
992,-61.63149
993,-59.265026
994,-62.65398
995,-61.741146
996,-59.81939
997,-59.569283
998,-66.074265
999,-68.8453
1000,-68.136406
1001,-65.6198
1002,-65.844986
1003,-62.8286
1004,-65.291885
1005,-63.53929
1006,-57.131317
1007,-58.786003
1008,-59.61037
1009,-74.89626
1010,-58.920647
1011,-59.497578
1012,-65.83548
1013,-54.697746
1014,-53.393738
1015,-68.36057
1016,-56.073433
1017,-64.14825
1018,-54.521023
1019,-49.594917
1020,-55.4382
1021,-51.736744
1022,-59.158165
1023,-55.046932
1024,-51.37596
1025,-53.314163
1026,-53.01422
1027,-52.360092
1028,-59.067867
1029,-51.353024
1030,-52.760124
1031,-52.293297
1032,-55.957523
1033,-50.77495
1034,-50.32024
1035,-49.86711
1036,-54.005398
1037,-54.278374
1038,-53.382988
1039,-50.212097
1040,-50.88929
1041,-54.464443
1042,-57.086525
1043,-55.180443
1044,-53.060516
1045,-59.7404
1046,-52.480965
1047,-52.77788
1048,-62.491367
1049,-54.312473
1050,-53.10417
1051,-52.19654
1052,-58.629135
1053,-60.802357
1054,-55.733665
1055,-57.8042
1056,-57.241215
1057,-58.06895
1058,-56.209763
1059,-58.975338
1060,-73.47055
1061,-55.27758
1062,-56.258026
1063,-65.01041
1064,-58.42114
1065,-57.461845
1066,-59.462135
1067,-61.797596
1068,-67.06562
1069,-60.27052
1070,-60.268753
1071,-66.90491
1072,-71.799904
1073,-64.81778
1074,-63.295807
1075,-67.78891
1076,-66.02496
1077,-69.40029
1078,-66.079575
1079,-64.74748
1080,-61.58379
1081,-67.934586
1082,-68.47376
1083,-63.96732
1084,-61.155415
1085,-69.60759
1086,-60.63307
1087,-70.6008
1088,-61.037827
1089,-58.314575
1090,-58.24511
1091,-61.658474
1092,-60.892307
1093,-65.79235
1094,-63.934788
1095,-60.17404
1096,-66.33655
1097,-58.1005
1098,-57.159573
1099,-56.83393
1100,-52.344837
1101,-52.05392
1102,-48.994324
1103,-48.42409
1104,-52.37758
1105,-46.929466
1106,-47.57989
1107,-46.679737
1108,-41.83519
1109,-43.4666
1110,-46.109524
1111,-50.343777
1112,-48.698574
1113,-42.308334
1114,-38.327297
1115,-33.76756
1116,-31.66152
1117,-24.883327
1118,-18.656113
1119,-19.511467
1120,-29.797834
1121,-41.429317
1122,-44.139816
1123,-42.6331
1124,-44.908173
1125,-47.18169
1126,-48.665215
1127,-50.942875
1128,-50.605778
1129,-48.538246
1130,-50.91984
1131,-54.152714
1132,-53.606194
1133,-54.824127
1134,-62.09441
1135,-58.499817
1136,-54.721176
1137,-54.1273
1138,-54.56618
1139,-56.54028
1140,-58.882454
1141,-62.299995
1142,-62.375603
1143,-69.06773
1144,-65.48798
1145,-69.424835
1146,-68.37009
1147,-60.45996
1148,-65.88956
1149,-63.823902
