,0,1
0,0.0,-61.72944
1,2.691979001342937,-66.86978
2,5.383958002685874,-80.0
3,8.075937004028813,-74.594795
4,10.767916005371749,-70.37975
5,13.459895006714685,-64.75726
6,16.151874008057625,-62.346176
7,18.84385300940056,-65.94193
8,21.535832010743498,-71.23137
9,24.227811012086434,-67.71401
10,26.91979001342937,-63.470387
11,29.61176901477231,-70.45043
12,32.30374801611525,-66.23835
13,34.99572701745819,-56.366577
14,37.68770601880112,-56.863373
15,40.37968502014406,-63.632423
16,43.071664021486995,-71.09169
17,45.76364302282993,-67.06903
18,48.45562202417287,-63.985806
19,51.147601025515804,-61.94021
20,53.83958002685874,-58.5812
21,56.531559028201684,-60.09221
22,59.22353802954462,-60.789402
23,61.91551703088756,-68.630035
24,64.6074960322305,-65.60073
25,67.29947503357343,-60.32661
26,69.99145403491637,-61.757263
27,72.6834330362593,-67.78376
28,75.37541203760225,-63.233223
29,78.06739103894517,-63.412544
30,80.75937004028812,-80.0
31,83.45134904163105,-68.76102
32,86.14332804297399,-68.7326
33,88.83530704431693,-64.85766
34,91.52728604565986,-59.48725
35,94.2192650470028,-63.22544
36,96.91124404834574,-70.777
37,99.60322304968868,-74.536156
38,102.29520205103161,-66.96029
39,104.98718105237455,-56.671898
40,107.67916005371748,-55.869534
41,110.37113905506042,-56.16711
42,113.06311805640337,-54.240967
43,115.7550970577463,-58.239998
44,118.44707605908924,-74.95576
45,121.13905506043217,-63.788986
46,123.83103406177511,-64.90107
47,126.52301306311804,-67.052956
48,129.214992064461,-74.16039
49,131.90697106580393,-70.49764
50,134.59895006714686,-80.0
51,137.2909290684898,-66.70033
52,139.98290806983275,-56.804054
53,142.67488707117568,-61.59995
54,145.3668660725186,-69.04458
55,148.05884507386153,-55.512657
56,150.7508240752045,-51.890915
57,153.44280307654742,-60.445904
58,156.13478207789035,-80.0
59,158.8267610792333,-63.36166
60,161.51874008057624,-60.514183
61,164.21071908191917,-55.69271
62,166.9026980832621,-62.75448
63,169.59467708460505,-60.187016
64,172.28665608594798,-59.12459
65,174.9786350872909,-77.15257
66,177.67061408863387,-72.850586
67,180.3625930899768,-71.742096
68,183.05457209131973,-70.483025
69,185.74655109266266,-66.30688
70,188.4385300940056,-59.44623
71,191.13050909534854,-60.40513
72,193.82248809669147,-58.263187
73,196.51446709803443,-60.894463
74,199.20644609937736,-45.767693
75,201.8984251007203,-45.584015
76,204.59040410206322,-50.7705
77,207.28238310340618,-61.87577
78,209.9743621047491,-66.891525
79,212.66634110609203,-74.193436
80,215.35832010743496,-63.096138
81,218.05029910877792,-73.56245
82,220.74227811012085,-52.962666
83,223.43425711146378,-50.305225
84,226.12623611280674,-63.960445
85,228.81821511414967,-58.617588
86,231.5101941154926,-65.78735
87,234.20217311683552,-64.81636
88,236.89415211817848,-58.140194
89,239.5861311195214,-58.743332
90,242.27811012086434,-63.928707
91,244.9700891222073,-64.57579
92,247.66206812355023,-55.46322
93,250.35404712489316,-50.8997
94,253.0460261262361,-52.369926
95,255.73800512757904,-58.652454
96,258.429984128922,-63.4468
97,261.12196313026493,-60.924038
98,263.81394213160786,-67.10113
99,266.5059211329508,-62.507458
100,269.1979001342937,-61.51002
101,271.88987913563665,-57.209778
102,274.5818581369796,-63.900795
103,277.2738371383225,-61.00577
104,279.9658161396655,-53.729828
105,282.6577951410084,-56.567516
106,285.34977414235135,-62.599995
107,288.0417531436943,-62.846874
108,290.7337321450372,-64.33682
109,293.42571114638014,-70.62425
110,296.11769014772307,-63.462456
111,298.80966914906605,-62.749603
112,301.501648150409,-63.224182
113,304.1936271517519,-65.4199
114,306.88560615309484,-60.426163
115,309.57758515443777,-64.93971
116,312.2695641557807,-77.04071
117,314.96154315712363,-66.07753
118,317.6535221584666,-53.548996
119,320.34550115980954,-52.545162
120,323.0374801611525,-54.848263
121,325.7294591624954,-53.975765
122,328.42143816383833,-56.120922
123,331.11341716518126,-64.0701
124,333.8053961665242,-62.898083
125,336.4973751678672,-60.747524
126,339.1893541692101,-71.31019
127,341.88133317055303,-66.748116
128,344.57331217189596,-66.26176
129,347.2652911732389,-62.865524
130,349.9572701745818,-53.86339
131,352.64924917592475,-51.354485
132,355.34122817726774,-51.48705
133,358.03320717861067,-56.306023
134,360.7251861799536,-66.65085
135,363.4171651812965,-62.330498
136,366.10914418263945,-59.371395
137,368.8011231839824,-57.680454
138,371.4931021853253,-57.558716
139,374.1850811866683,-59.42565
140,376.8770601880112,-64.81926
141,379.56903918935416,-54.44971
142,382.2610181906971,-51.610256
143,384.95299719204,-53.906147
144,387.64497619338294,-60.636208
145,390.3369551947259,-72.302444
146,393.02893419606886,-59.670944
147,395.7209131974118,-59.53456
148,398.4128921987547,-63.50594
149,401.10487120009765,-61.53264
150,403.7968502014406,-63.566647
151,406.4888292027835,-68.836105
152,409.18080820412644,-61.858383
153,411.8727872054694,-57.619125
154,414.56476620681235,-57.478626
155,417.2567452081553,-59.761993
156,419.9487242094982,-63.97892
157,422.64070321084114,-70.319466
158,425.33268221218407,-71.03886
159,428.024661213527,-66.192795
160,430.7166402148699,-62.056667
161,433.4086192162129,-64.55872
162,436.10059821755584,-61.45956
163,438.79257721889877,-68.23347
164,441.4845562202417,-75.27266
165,444.17653522158463,-63.67225
166,446.86851422292756,-66.37725
167,449.5604932242705,-76.338776
168,452.2524722256135,-70.31162
169,454.9444512269564,-61.768715
170,457.63643022829933,-60.45666
171,460.32840922964226,-62.00542
172,463.0203882309852,-57.647903
173,465.7123672323281,-57.965187
174,468.40434623367105,-70.64328
175,471.09632523501404,-61.978146
176,473.78830423635696,-57.677563
177,476.4802832376999,-57.490387
178,479.1722622390428,-55.974472
179,481.86424124038575,-61.65507
180,484.5562202417287,-64.57218
181,487.2481992430716,-64.43191
182,489.9401782444146,-76.9159
183,492.6321572457575,-61.73235
184,495.32413624710045,-65.3333
185,498.0161152484434,-59.784843
186,500.7080942497863,-59.70084
187,503.40007325112924,-55.04666
188,506.0920522524722,-43.571354
189,508.78403125381516,-40.20241
190,511.4760102551581,-38.782738
191,514.167989256501,-46.08642
192,516.859968257844,-7.7946205
193,519.5519472591869,-1.4973984
194,522.2439262605299,-7.1900177
195,524.9359052618728,-33.001286
196,527.6278842632157,-41.118446
197,530.3198632645586,-47.464283
198,533.0118422659016,-50.198063
199,535.7038212672445,-61.99609
200,538.3958002685874,-62.93015
201,541.0877792699304,-61.969666
202,543.7797582712733,-59.075073
203,546.4717372726162,-80.0
204,549.1637162739592,-63.265976
205,551.8556952753021,-76.1084
206,554.547674276645,-77.01016
207,557.239653277988,-65.370026
208,559.931632279331,-68.10609
209,562.6236112806739,-69.55129
210,565.3155902820168,-65.672165
211,568.0075692833598,-68.22609
212,570.6995482847027,-62.92646
213,573.3915272860456,-57.753777
214,576.0835062873886,-61.61328
215,578.7754852887315,-61.938515
216,581.4674642900744,-61.59892
217,584.1594432914173,-64.47712
218,586.8514222927603,-64.367714
219,589.5434012941032,-59.993835
220,592.2353802954461,-62.79328
221,594.9273592967892,-74.04073
222,597.6193382981321,-77.15479
223,600.311317299475,-72.13337
224,603.003296300818,-80.0
225,605.6952753021609,-68.71588
226,608.3872543035038,-62.938118
227,611.0792333048468,-67.826454
228,613.7712123061897,-69.9709
229,616.4631913075326,-74.21025
230,619.1551703088755,-78.24367
231,621.8471493102185,-67.30971
232,624.5391283115614,-70.95911
233,627.2311073129043,-66.829796
234,629.9230863142473,-63.630096
235,632.6150653155903,-60.376244
236,635.3070443169332,-61.705017
237,637.9990233182762,-65.82675
238,640.6910023196191,-74.76193
239,643.382981320962,-65.05655
240,646.074960322305,-66.960526
241,648.7669393236479,-68.2563
242,651.4589183249908,-68.2122
243,654.1508973263337,-64.380684
244,656.8428763276767,-65.53005
245,659.5348553290196,-66.01685
246,662.2268343303625,-71.56094
247,664.9188133317055,-64.1588
248,667.6107923330484,-67.59924
249,670.3027713343914,-65.875755
250,672.9947503357344,-61.16263
251,675.6867293370773,-58.74595
252,678.3787083384202,-67.37353
253,681.0706873397631,-73.89684
254,683.7626663411061,-75.42257
255,686.454645342449,-66.67532
256,689.1466243437919,-61.4315
257,691.8386033451349,-64.543755
258,694.5305823464778,-80.0
259,697.2225613478207,-65.023544
260,699.9145403491636,-60.180027
261,702.6065193505066,-59.031937
262,705.2984983518495,-67.07171
263,707.9904773531924,-62.594425
264,710.6824563545355,-68.31584
265,713.3744353558784,-74.35331
266,716.0664143572213,-61.96797
267,718.7583933585643,-59.464264
268,721.4503723599072,-67.08032
269,724.1423513612501,-71.01723
270,726.834330362593,-70.01489
271,729.526309363936,-74.11906
272,732.2182883652789,-67.67792
273,734.9102673666218,-74.53339
274,737.6022463679648,-75.32961
275,740.2942253693077,-74.943214
276,742.9862043706506,-72.36836
277,745.6781833719936,-71.07682
278,748.3701623733366,-70.88675
279,751.0621413746795,-78.985565
280,753.7541203760225,-61.511814
281,756.4460993773654,-54.08944
282,759.1380783787083,-52.652504
283,761.8300573800512,-55.942642
284,764.5220363813942,-54.594166
285,767.2140153827371,-54.472614
286,769.90599438408,-56.14649
287,772.597973385423,-59.07797
288,775.2899523867659,-59.16718
289,777.9819313881088,-64.90266
290,780.6739103894517,-68.85161
291,783.3658893907947,-62.957493
292,786.0578683921377,-76.09268
293,788.7498473934806,-61.981476
294,791.4418263948236,-57.9149
295,794.1338053961665,-59.690525
296,796.8257843975094,-65.6422
297,799.5177633988524,-69.61113
298,802.2097424001953,-68.21977
299,804.9017214015382,-64.19873
300,807.5937004028812,-64.63562
301,810.2856794042241,-62.575035
302,812.977658405567,-62.073
303,815.6696374069099,-69.34019
304,818.3616164082529,-80.0
305,821.0535954095958,-78.33536
306,823.7455744109388,-76.31895
307,826.4375534122818,-80.0
308,829.1295324136247,-62.525875
309,831.8215114149676,-68.286575
310,834.5134904163106,-63.100388
311,837.2054694176535,-68.61502
312,839.8974484189964,-55.411926
313,842.5894274203393,-56.79463
314,845.2814064216823,-61.11672
315,847.9733854230252,-63.65772
316,850.6653644243681,-69.876
317,853.3573434257111,-67.89844
318,856.049322427054,-64.4343
319,858.7413014283969,-64.13815
320,861.4332804297399,-59.217422
321,864.1252594310829,-70.00587
322,866.8172384324258,-70.26892
323,869.5092174337688,-67.515335
324,872.2011964351117,-66.48366
325,874.8931754364546,-75.65655
326,877.5851544377975,-69.6294
327,880.2771334391405,-67.14856
328,882.9691124404834,-70.432884
329,885.6610914418263,-67.09812
330,888.3530704431693,-76.02409
331,891.0450494445122,-80.0
332,893.7370284458551,-71.14973
333,896.429007447198,-71.908165
334,899.120986448541,-67.42122
335,901.812965449884,-67.3723
336,904.504944451227,-62.720726
337,907.1969234525699,-61.780415
338,909.8889024539128,-67.97222
339,912.5808814552557,-64.33438
340,915.2728604565987,-62.963867
341,917.9648394579416,-65.06943
342,920.6568184592845,-62.30056
343,923.3487974606275,-61.791862
344,926.0407764619704,-72.35063
345,928.7327554633133,-63.641365
346,931.4247344646562,-68.6699
347,934.1167134659992,-57.432056
348,936.8086924673421,-59.79106
349,939.5006714686851,-67.59012
350,942.1926504700281,-80.0
351,944.884629471371,-72.922226
352,947.5766084727139,-70.900894
353,950.2685874740569,-72.91757
354,952.9605664753998,-80.0
