,0
0,0.0
1,2.9300451715297275
2,5.860090343059455
3,8.790135514589183
4,11.72018068611891
5,14.650225857648637
6,17.580271029178366
7,20.510316200708093
8,23.44036137223782
9,26.370406543767547
10,29.300451715297275
11,32.230496886827005
12,35.16054205835673
13,38.09058722988646
14,41.02063240141619
15,43.950677572945914
16,46.88072274447564
17,49.81076791600537
18,52.740813087535095
19,55.67085825906482
20,58.60090343059455
21,61.530948602124276
22,64.46099377365401
23,67.39103894518374
24,70.32108411671346
25,73.25112928824319
26,76.18117445977292
27,79.11121963130265
28,82.04126480283237
29,84.9713099743621
30,87.90135514589183
31,90.83140031742155
32,93.76144548895128
33,96.69149066048101
34,99.62153583201074
35,102.55158100354046
36,105.48162617507019
37,108.41167134659992
38,111.34171651812964
39,114.27176168965937
40,117.2018068611891
41,120.13185203271883
42,123.06189720424855
43,125.99194237577828
44,128.92198754730802
45,131.85203271883773
46,134.78207789036747
47,137.7121230618972
48,140.64216823342693
49,143.57221340495664
50,146.50225857648638
51,149.4323037480161
52,152.36234891954584
53,155.29239409107555
54,158.2224392626053
55,161.152484434135
56,164.08252960566475
57,167.01257477719446
58,169.9426199487242
59,172.8726651202539
60,175.80271029178365
61,178.73275546331337
62,181.6628006348431
63,184.59284580637282
64,187.52289097790256
65,190.4529361494323
66,193.38298132096202
67,196.31302649249176
68,199.24307166402147
69,202.1731168355512
70,205.10316200708093
71,208.03320717861067
72,210.96325235014038
73,213.89329752167012
74,216.82334269319983
75,219.75338786472958
76,222.6834330362593
77,225.61347820778903
78,228.54352337931874
79,231.47356855084848
80,234.4036137223782
81,237.33365889390794
82,240.26370406543765
83,243.1937492369674
84,246.1237944084971
85,249.05383958002685
86,251.98388475155656
87,254.9139299230863
88,257.84397509461604
89,260.7740202661457
90,263.70406543767547
91,266.6341106092052
92,269.56415578073495
93,272.49420095226463
94,275.4242461237944
95,278.3542912953241
96,281.28433646685386
97,284.2143816383836
98,287.1444268099133
99,290.074471981443
100,293.00451715297277
101,295.9345623245025
102,298.8646074960322
103,301.79465266756193
104,304.7246978390917
105,307.6547430106214
106,310.5847881821511
107,313.51483335368084
108,316.4448785252106
109,319.3749236967403
110,322.30496886827
111,325.23501403979975
112,328.1650592113295
113,331.09510438285923
114,334.0251495543889
115,336.95519472591866
116,339.8852398974484
117,342.81528506897814
118,345.7453302405078
119,348.67537541203757
120,351.6054205835673
121,354.53546575509705
122,357.46551092662673
123,360.3955560981565
124,363.3256012696862
125,366.25564644121596
126,369.18569161274564
127,372.1157367842754
128,375.0457819558051
129,377.97582712733487
130,380.9058722988646
131,383.8359174703943
132,386.76596264192403
133,389.6960078134538
134,392.6260529849835
135,395.5560981565132
136,398.48614332804294
137,401.4161884995727
138,404.3462336711024
139,407.2762788426321
140,410.20632401416185
141,413.1363691856916
142,416.06641435722133
143,418.996459528751
144,421.92650470028076
145,424.8565498718105
146,427.78659504334024
147,430.7166402148699
148,433.64668538639967
149,436.5767305579294
150,439.50677572945915
151,442.43682090098883
152,445.3668660725186
153,448.2969112440483
154,451.22695641557806
155,454.15700158710774
156,457.0870467586375
157,460.0170919301672
158,462.94713710169697
159,465.87718227322665
160,468.8072274447564
161,471.73727261628613
162,474.6673177878159
163,477.5973629593456
164,480.5274081308753
165,483.45745330240504
166,486.3874984739348
167,489.3175436454645
168,492.2475888169942
169,495.17763398852395
170,498.1076791600537
171,501.03772433158343
172,503.9677695031131
173,506.89781467464286
174,509.8278598461726
175,512.7579050177023
176,515.6879501892321
177,518.6179953607618
178,521.5480405322915
179,524.4780857038212
180,527.4081308753509
181,530.3381760468807
182,533.2682212184104
183,536.1982663899402
184,539.1283115614699
185,542.0583567329996
186,544.9884019045293
187,547.918447076059
188,550.8484922475888
189,553.7785374191185
190,556.7085825906482
191,559.638627762178
192,562.5686729337077
193,565.4987181052375
194,568.4287632767672
195,571.3588084482968
196,574.2888536198266
197,577.2188987913563
198,580.148943962886
199,583.0789891344158
200,586.0090343059455
201,588.9390794774753
202,591.869124649005
203,594.7991698205346
204,597.7292149920644
205,600.6592601635941
206,603.5893053351239
207,606.5193505066536
208,609.4493956781834
209,612.3794408497131
210,615.3094860212428
211,618.2395311927725
212,621.1695763643022
213,624.099621535832
214,627.0296667073617
215,629.9597118788914
216,632.8897570504212
217,635.8198022219509
218,638.7498473934806
219,641.6798925650103
220,644.60993773654
221,647.5399829080698
222,650.4700280795995
223,653.4000732511292
224,656.330118422659
225,659.2601635941887
226,662.1902087657185
227,665.1202539372482
228,668.0502991087778
229,670.9803442803076
230,673.9103894518373
231,676.8404346233671
232,679.7704797948968
233,682.7005249664265
234,685.6305701379563
235,688.560615309486
236,691.4906604810157
237,694.4207056525454
238,697.3507508240751
239,700.2807959956049
240,703.2108411671346
241,706.1408863386644
242,709.0709315101941
243,712.0009766817238
244,714.9310218532535
245,717.8610670247832
246,720.791112196313
247,723.7211573678427
248,726.6512025393724
249,729.5812477109022
250,732.5112928824319
251,735.4413380539617
252,738.3713832254913
253,741.301428397021
254,744.2314735685508
255,747.1615187400805
256,750.0915639116103
257,753.02160908314
258,755.9516542546697
259,758.8816994261995
260,761.8117445977292
261,764.7417897692588
262,767.6718349407886
263,770.6018801123183
264,773.5319252838481
265,776.4619704553778
266,779.3920156269076
267,782.3220607984373
268,785.252105969967
269,788.1821511414967
270,791.1121963130264
271,794.0422414845561
272,796.9722866560859
273,799.9023318276156
274,802.8323769991454
275,805.7624221706751
276,808.6924673422048
277,811.6225125137345
278,814.5525576852642
279,817.482602856794
280,820.4126480283237
281,823.3426931998534
282,826.2727383713832
283,829.2027835429129
284,832.1328287144427
285,835.0628738859723
286,837.992919057502
287,840.9229642290318
288,843.8530094005615
289,846.7830545720913
290,849.713099743621
291,852.6431449151507
292,855.5731900866805
293,858.5032352582102
294,861.4332804297399
295,864.3633256012696
296,867.2933707727993
297,870.2234159443291
298,873.1534611158588
299,876.0835062873886
300,879.0135514589183
301,881.943596630448
302,884.8736418019777
303,887.8036869735074
304,890.7337321450372
305,893.6637773165669
306,896.5938224880966
307,899.5238676596264
308,902.4539128311561
309,905.3839580026859
310,908.3140031742155
311,911.2440483457452
312,914.174093517275
313,917.1041386888047
314,920.0341838603345
315,922.9642290318642
316,925.8942742033939
317,928.8243193749237
318,931.7543645464533
319,934.684409717983
320,937.6144548895128
321,940.5445000610425
322,943.4745452325723
323,946.404590404102
324,949.3346355756318
325,952.2646807471615
326,955.1947259186912
327,958.1247710902209
328,961.0548162617506
329,963.9848614332803
330,966.9149066048101
331,969.8449517763398
332,972.7749969478696
333,975.7050421193993
334,978.635087290929
335,981.5651324624587
336,984.4951776339884
337,987.4252228055182
338,990.3552679770479
339,993.2853131485776
340,996.2153583201074
341,999.1454034916371
342,1002.0754486631669
343,1005.0054938346965
344,1007.9355390062262
345,1010.865584177756
346,1013.7956293492857
347,1016.7256745208155
348,1019.6557196923452
349,1022.5857648638749
350,1025.5158100354047
351,1028.4458552069343
352,1031.3759003784642
353,1034.3059455499938
354,1037.2359907215236
355,1040.1660358930533
356,1043.096081064583
357,1046.0261262361128
358,1048.9561714076424
359,1051.8862165791722
360,1054.8162617507019
361,1057.7463069222317
362,1060.6763520937614
363,1063.6063972652912
364,1066.5364424368208
365,1069.4664876083505
366,1072.3965327798803
367,1075.32657795141
368,1078.2566231229398
369,1081.1866682944694
370,1084.1167134659993
371,1087.046758637529
372,1089.9768038090585
373,1092.9068489805884
374,1095.836894152118
375,1098.7669393236479
376,1101.6969844951775
377,1104.6270296667074
378,1107.557074838237
379,1110.4871200097668
380,1113.4171651812965
381,1116.347210352826
382,1119.277255524356
383,1122.2073006958856
384,1125.1373458674154
385,1128.067391038945
386,1130.997436210475
387,1133.9274813820045
388,1136.8575265535344
389,1139.787571725064
390,1142.7176168965937
391,1145.6476620681235
392,1148.5777072396531
393,1151.507752411183
394,1154.4377975827126
395,1157.3678427542425
396,1160.297887925772
397,1163.2279330973017
398,1166.1579782688316
399,1169.0880234403612
400,1172.018068611891
401,1174.9481137834207
402,1177.8781589549505
403,1180.8082041264802
404,1183.73824929801
405,1186.6682944695397
406,1189.5983396410693
407,1192.5283848125991
408,1195.4584299841288
409,1198.3884751556586
410,1201.3185203271883
411,1204.248565498718
412,1207.1786106702477
413,1210.1086558417774
414,1213.0387010133072
415,1215.9687461848368
416,1218.8987913563667
417,1221.8288365278963
418,1224.7588816994262
419,1227.6889268709558
420,1230.6189720424857
421,1233.5490172140153
422,1236.479062385545
423,1239.4091075570748
424,1242.3391527286044
425,1245.2691979001343
426,1248.199243071664
427,1251.1292882431937
428,1254.0593334147234
429,1256.9893785862532
430,1259.9194237577829
431,1262.8494689293125
432,1265.7795141008423
433,1268.709559272372
434,1271.6396044439018
435,1274.5696496154314
436,1277.4996947869613
437,1280.429739958491
438,1283.3597851300206
439,1286.2898303015504
